host_location,host_response_time,host_is_superhost,host_neighbourhood,host_total_listings_count,host_identity_verified,neighbourhood_cleansed,property_type,accommodates,bedrooms,amenities,price,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month,amenities_count
"Bangkok, Thailand",within an hour,f,other,85.0,t,Suanluang,Entire condo,2,1.0,"[""TV"", ""Wifi"", ""Fire extinguisher"", ""Pool table"", ""Outdoor shower"", ""Washer"", ""Pool"", ""BBQ grill"", ""Smoke alarm"", ""Exercise equipment"", ""Carbon monoxide alarm"", ""First aid kit"", ""Air conditioning"", ""Hot tub""]",950.0,0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14
"Bangkok, Thailand",within an hour,f,other,85.0,t,Khlong Toei,Entire condo,2,1.0,"[""TV"", ""Hot tub"", ""Wifi"", ""Fire extinguisher"", ""Outdoor shower"", ""Washer"", ""Dedicated workspace"", ""Outdoor dining area"", ""Paid parking on premises"", ""Pool"", ""Smoke alarm"", ""Exercise equipment"", ""Carbon monoxide alarm"", ""First aid kit"", ""Air conditioning"", ""Free parking on premises"", ""Kitchen""]",1925.0,0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17
"Bangkok, Thailand",a few days or more,f,other,6.0,t,Khlong Toei,Private room in rental unit,2,1.0,"[""Exterior security cameras on property"", ""TV"", ""Hot tub"", ""Wifi"", ""Fire extinguisher"", ""Outdoor shower"", ""Washer"", ""Lock on bedroom door"", ""Outdoor dining area"", ""Pool"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""First aid kit"", ""Air conditioning"", ""Free parking on premises"", ""Kitchen""]",1000.0,0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16
unknown,within an hour,f,City of London,102.0,t,Khlong Toei,Entire rental unit,6,3.0,"[""TV"", ""Wifi"", ""Fire extinguisher"", ""Outdoor shower"", ""Washer"", ""Dedicated workspace"", ""Outdoor dining area"", ""Pool"", ""Smoke alarm"", ""Exercise equipment"", ""Carbon monoxide alarm"", ""First aid kit"", ""Air conditioning"", ""Kitchen""]",8429.0,0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14
unknown,within an hour,f,other,7.0,t,Suanluang,Entire rental unit,2,0.0,"[""Exterior security cameras on property"", ""TV"", ""Wifi"", ""Dedicated workspace"", ""Washer"", ""Exercise equipment"", ""Air conditioning"", ""Free parking on premises"", ""Kitchen""]",957.0,0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9
unknown,within an hour,f,City of London,102.0,t,Khlong Toei,Entire rental unit,6,3.0,"[""TV"", ""Wifi"", ""Fire extinguisher"", ""Outdoor shower"", ""Washer"", ""Dedicated workspace"", ""Outdoor dining area"", ""Pool"", ""Smoke alarm"", ""Exercise equipment"", ""Carbon monoxide alarm"", ""First aid kit"", ""Air conditioning""]",7200.0,0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13
unknown,within an hour,f,other,10.0,t,Huai Khwang,Entire rental unit,2,1.0,"[""TV"", ""Hot water"", ""Wifi"", ""Washer"", ""Pool"", ""Exercise equipment"", ""Air conditioning"", ""Kitchen""]",1710.0,0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8
"Bangkok, Thailand",within an hour,t,other,47.0,t,Vadhana,Entire condo,2,1.0,"[""Dining table"", ""Luggage dropoff allowed"", ""55 inch HDTV with Chromecast"", ""Refrigerator"", ""Shower gel"", ""Body soap"", ""Elevator"", ""Outdoor shower"", ""Outdoor playground"", ""Outdoor furniture"", ""Paid dryer \u2013 In building"", ""Bidet"", ""Laundromat nearby"", ""Smoke alarm"", ""Fire extinguisher"", ""Drying rack for clothing"", ""Iron"", ""Cleaning products"", ""Room-darkening shades"", ""Bed linens"", ""Private entrance"", ""Private patio or balcony"", ""Sun loungers"", ""Hot water"", ""Toaster"", ""Conditioner"", ""Dedicated workspace"", ""Hair dryer"", ""Shared sauna"", ""Shampoo"", ""Clothing storage: walk-in closet"", ""Free washer \u2013 In unit"", ""Private backyard"", ""Microwave"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Housekeeping available every day - available at extra cost"", ""Stainless steel electric stove"", ""Coffee"", ""Single level home"", ""Heating - split type ductless system"", ""Fast wifi \u2013 563 Mbps"", ""Self check-in"", ""Window guards"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Freezer"", ""Hangers"", ""Free parking garage on premises \u2013 1 space"", ""Coffee maker: Nespresso"", ""Shared gym in building"", ""Ethernet connection"", ""Children's playroom"", ""Hot water kettle"", ""Building staff"", ""Shared outdoor pool - available all year"", ""Books and reading material"", ""Theme room"", ""Cooking basics"", ""Wine glasses"", ""Essentials"", ""Rice maker"", ""Exercise equipment: elliptical, free weights, stationary bike, treadmill, yoga mat, workout bench"", ""AC - split type ductless system"", ""First aid kit"", ""Kitchen""]",838.0,0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,71
Thailand,within an hour,f,other,33.0,t,Huai Khwang,Entire rental unit,2,1.0,"[""Dining table"", ""Stove"", ""Refrigerator"", ""Shower gel"", ""Heating"", ""Babysitter recommendations"", ""Elevator"", ""Outdoor shower"", ""Washer"", ""Piano"", ""Outdoor playground"", ""Patio or balcony"", ""Outdoor furniture"", ""Laundromat nearby"", ""Children\u2019s books and toys"", ""Smoke alarm"", ""Fire extinguisher"", ""Drying rack for clothing"", ""Cleaning products"", ""Air conditioning"", ""Room-darkening shades"", ""Bed linens"", ""Sound system"", ""Private entrance"", ""Cleaning available during stay"", ""Hot water"", ""Resort access"", ""Wifi"", ""Conditioner"", ""Fireplace guards"", ""Dedicated workspace"", ""Children\u2019s dinnerware"", ""Hair dryer"", ""Shampoo"", ""Free street parking"", ""Exercise equipment"", ""Sauna"", ""Microwave"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Backyard"", ""Dryer"", ""Gym"", ""Pool table"", ""Outlet covers"", ""Outdoor dining area"", ""Paid parking on premises"", ""Trash compactor"", ""Window guards"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Freezer"", ""Outdoor kitchen"", ""TV"", ""High chair"", ""Hangers"", ""Mini fridge"", ""Ethernet connection"", ""Children's playroom"", ""Hot water kettle"", ""Clothing storage"", ""Books and reading material"", ""Cooking basics"", ""Pool"", ""Essentials"", ""Rice maker"", ""First aid kit"", ""Kitchen""]",1200.0,0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,69
"Bangkok, Thailand",within an hour,f,other,7.0,t,Phra Khanong,Tent,2,0.0,"[""Exterior security cameras on property"", ""Wifi"", ""Washer"", ""Pets allowed"", ""Fire extinguisher"", ""Free parking on premises"", ""Kitchen""]",307.0,0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7
"Bangkok, Thailand",within an hour,t,other,197.0,t,Huai Khwang,Entire rental unit,2,1.0,"[""TV"", ""Wifi"", ""Fire extinguisher"", ""Outdoor shower"", ""Washer"", ""Dedicated workspace"", ""Pool"", ""Smoke alarm"", ""Exercise equipment"", ""Carbon monoxide alarm"", ""First aid kit"", ""Air conditioning"", ""Free parking on premises"", ""Kitchen""]",1422.0,0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14
"Bangkok, Thailand",within an hour,f,other,3.0,t,Huai Khwang,Entire rental unit,2,1.0,"[""Refrigerator"", ""Shower gel"", ""Elevator"", ""Other electric stove"", ""Shared outdoor pool - open specific hours, infinity, rooftop"", ""Outdoor shower"", ""Host greets you"", ""Smoke alarm"", ""Fire extinguisher"", ""Drying rack for clothing"", ""Iron"", ""Cleaning products"", ""Room-darkening shades"", ""Bed linens"", ""Private patio or balcony"", ""Central air conditioning"", ""Sun loungers"", ""Hot water"", ""Wifi"", ""Conditioner"", ""Dedicated workspace"", ""Hair dryer"", ""Shampoo"", ""Free washer \u2013 In unit"", ""Microwave"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""45 inch HDTV"", ""Window guards"", ""Carbon monoxide alarm"", ""Freezer"", ""Hangers"", ""Clothing storage: walk-in closet, closet, wardrobe, and dresser"", ""Mini fridge"", ""Hot water kettle"", ""Cooking basics"", ""Essentials"", ""Exercise equipment: elliptical, free weights, stationary bike, treadmill, yoga mat, workout bench"", ""AC - split type ductless system"", ""First aid kit"", ""Kitchen""]",2549.0,5,4.8,5.0,5.0,5.0,5.0,5.0,5.0,5.0,51
"Bangkok, Thailand",within an hour,t,other,197.0,t,Huai Khwang,Entire rental unit,2,1.0,"[""TV"", ""Wifi"", ""Fire extinguisher"", ""Outdoor shower"", ""Washer"", ""Dedicated workspace"", ""Pool"", ""Smoke alarm"", ""Exercise equipment"", ""Carbon monoxide alarm"", ""First aid kit"", ""Air conditioning"", ""Free parking on premises"", ""Kitchen""]",1278.0,0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14
"Bangkok, Thailand",within an hour,,other,93.0,t,Ratchathewi,Entire rental unit,4,2.0,"[""TV"", ""Wifi"", ""Washer"", ""Pool"", ""Exercise equipment"", ""Air conditioning"", ""Free parking on premises"", ""Kitchen""]",1643.0,0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8
"Bangkok, Thailand",within an hour,f,Lower Sukhumvit,131.0,t,Khlong Toei,Entire rental unit,4,2.0,"[""Bathtub"", ""Dining table"", ""Stove"", ""Refrigerator"", ""Shower gel"", ""Body soap"", ""Elevator"", ""Washer"", ""Patio or balcony"", ""Bidet"", ""Smoke alarm"", ""Fire extinguisher"", ""Drying rack for clothing"", ""Iron"", ""Air conditioning"", ""Room-darkening shades"", ""Bed linens"", ""Hot water"", ""Wifi"", ""Dedicated workspace"", ""Hair dryer"", ""Shampoo"", ""Exercise equipment"", ""Microwave"", ""Dishes and silverware"", ""Housekeeping available every day - available at extra cost"", ""Bread maker"", ""Gym"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""TV"", ""Hangers"", ""Hot water kettle"", ""Clothing storage"", ""Safe"", ""Pool"", ""Cooking basics"", ""Wine glasses"", ""Rice maker"", ""First aid kit"", ""Kitchen""]",2543.0,0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,42
"Bangkok, Thailand",within an hour,f,Lower Sukhumvit,131.0,t,Khlong Toei,Entire rental unit,4,2.0,"[""Bathtub"", ""Dining table"", ""Stove"", ""Refrigerator"", ""Shower gel"", ""Body soap"", ""Elevator"", ""Washer"", ""Patio or balcony"", ""Bidet"", ""Smoke alarm"", ""Fire extinguisher"", ""Drying rack for clothing"", ""Iron"", ""Cleaning products"", ""Air conditioning"", ""Room-darkening shades"", ""Bed linens"", ""Sun loungers"", ""Hot water"", ""Wifi"", ""Dedicated workspace"", ""Hair dryer"", ""Shampoo"", ""Exercise equipment"", ""Microwave"", ""Dishes and silverware"", ""Housekeeping available every day - available at extra cost"", ""Bread maker"", ""Hot tub"", ""Gym"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""TV"", ""Hangers"", ""Hot water kettle"", ""Clothing storage"", ""Pool"", ""Cooking basics"", ""Wine glasses"", ""Essentials"", ""Rice maker"", ""First aid kit"", ""Kitchen""]",2543.0,0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,45
"Bang Yai, Thailand",within an hour,f,other,8.0,t,Sathon,Private room in rental unit,2,1.0,"[""Luggage dropoff allowed"", ""Refrigerator"", ""Heating"", ""Elevator"", ""Patio or balcony"", ""Laundromat nearby"", ""Fire extinguisher"", ""Smoke alarm"", ""Drying rack for clothing"", ""Iron"", ""Air conditioning"", ""Room-darkening shades"", ""Bed linens"", ""Private entrance"", ""Cleaning available during stay"", ""Resort access"", ""Portable fans"", ""Wifi"", ""Lockbox"", ""Dedicated workspace"", ""Hair dryer"", ""Exercise equipment"", ""Microwave"", ""Extra pillows and blankets"", ""Exterior security cameras on property"", ""Dishes and silverware"", ""Paid parking on premises"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""TV"", ""Hangers"", ""Paid parking off premises"", ""Hot water kettle"", ""Clothing storage"", ""Lock on bedroom door"", ""Smoking allowed"", ""Pool"", ""Cooking basics"", ""Self check-in"", ""First aid kit"", ""Kitchen""]",940.0,0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,42
"Bangkok, Thailand",within a few hours,f,other,11.0,t,Ratchathewi,Entire rental unit,2,1.0,"[""Dining table"", ""Stove"", ""Refrigerator"", ""Shower gel"", ""Elevator"", ""Smart lock"", ""Washer"", ""Patio or balcony"", ""Smoke alarm"", ""Drying rack for clothing"", ""Iron"", ""Cleaning products"", ""Air conditioning"", ""Room-darkening shades"", ""Bed linens"", ""Private entrance"", ""Cleaning available during stay"", ""Hot water"", ""Wifi"", ""Conditioner"", ""Dedicated workspace"", ""Hair dryer"", ""Shampoo"", ""Exercise equipment"", ""Microwave"", ""Backyard"", ""Dishes and silverware"", ""Gym"", ""Long term stays allowed"", ""TV"", ""Hangers"", ""Hot water kettle"", ""Clothing storage"", ""Pool"", ""Essentials"", ""Self check-in"", ""Kitchen""]",1600.0,0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,37
"Bangkok, Thailand",within a few hours,f,other,2.0,f,Vadhana,Entire condo,2,1.0,"[""Heating"", ""Host greets you"", ""Outdoor shower"", ""Washer"", ""Fire extinguisher"", ""Smoke alarm"", ""Air conditioning"", ""Bed linens"", ""Wifi"", ""Dedicated workspace"", ""Exercise equipment"", ""Extra pillows and blankets"", ""Hot tub"", ""Pool table"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""TV"", ""Hangers"", ""Clothing storage"", ""Pool"", ""Essentials"", ""First aid kit"", ""Kitchen""]",1620.0,0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23
unknown,within an hour,f,other,38.0,t,Sathon,Private room in rental unit,2,1.0,"[""Dining table"", ""Refrigerator"", ""Shower gel"", ""Body soap"", ""Heating"", ""Elevator"", ""Bidet"", ""Laundromat nearby"", ""Fire extinguisher"", ""Iron"", ""Cleaning products"", ""Air conditioning"", ""Room-darkening shades"", ""Bed linens"", ""Cleaning available during stay"", ""Wifi"", ""Conditioner"", ""Hair dryer"", ""Shampoo"", ""Microwave"", ""Extra pillows and blankets"", ""Exterior security cameras on property"", ""Dishes and silverware"", ""Ceiling fan"", ""Long term stays allowed"", ""TV"", ""Hangers"", ""Ethernet connection"", ""Clothing storage"", ""Lock on bedroom door"", ""Smoking allowed"", ""Building staff"", ""Essentials"", ""Self check-in"", ""First aid kit""]",712.0,0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,35
"Bangkok, Thailand",N/A,f,other,6.0,t,Chatu Chak,Entire home,15,4.0,"[""Exterior security cameras on property"", ""TV"", ""Wifi"", ""Fire extinguisher"", ""Outdoor shower"", ""Paid parking on premises"", ""Pool"", ""Smoke alarm"", ""First aid kit"", ""Air conditioning"", ""Free parking on premises""]",11714.0,0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11
"Bangkok, Thailand",within an hour,t,Upper Sukhumvit,32.0,t,Vadhana,Entire rental unit,2,1.0,"[""Bathtub"", ""Dining table"", ""Luggage dropoff allowed"", ""Refrigerator"", ""Shower gel"", ""Body soap"", ""Elevator"", ""Patio or balcony"", ""Bidet"", ""Laundromat nearby"", ""Smoke alarm"", ""Drying rack for clothing"", ""Air conditioning"", ""Room-darkening shades"", ""Bed linens"", ""Cleaning available during stay"", ""Hot water"", ""Wifi"", ""City skyline view"", ""Dedicated workspace"", ""Hair dryer"", ""Garden view"", ""Microwave"", ""Extra pillows and blankets"", ""Exterior security cameras on property"", ""Dishes and silverware"", ""Kitchenette"", ""Window guards"", ""Courtyard view"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""Free parking on premises"", ""Freezer"", ""Hangers"", ""Mini fridge"", ""Hot water kettle"", ""Clothing storage"", ""Building staff"", ""Cooking basics"", ""Essentials"", ""Self check-in"", ""Hot tub""]",1368.0,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,42
unknown,N/A,f,other,2.0,t,Khlong Toei,Private room in rental unit,2,1.0,"[""TV"", ""Wifi"", ""Dedicated workspace"", ""Washer"", ""Outdoor dining area"", ""Pool"", ""Fire extinguisher"", ""Exercise equipment"", ""First aid kit"", ""Air conditioning"", ""Free parking on premises"", ""Kitchen""]",4000.0,0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12
unknown,within an hour,f,other,1.0,t,Bang Rak,Private room in condo,2,1.0,"[""Bathtub"", ""Waterfront"", ""TV"", ""Wifi"", ""Dedicated workspace"", ""River view"", ""Lock on bedroom door"", ""Air conditioning"", ""Free parking on premises"", ""Kitchen""]",1980.0,0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10
unknown,within an hour,f,other,99.0,t,Ratchathewi,Entire rental unit,2,1.0,"[""Dining table"", ""Stove"", ""Refrigerator"", ""Elevator"", ""Washer"", ""Patio or balcony"", ""Drying rack for clothing"", ""Private entrance"", ""Air conditioning"", ""Room-darkening shades"", ""Hot water"", ""Wifi"", ""Dedicated workspace"", ""Hair dryer"", ""Exercise equipment"", ""Microwave"", ""Backyard"", ""Dishes and silverware"", ""Gym"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""TV"", ""Ethernet connection"", ""Hot water kettle"", ""Clothing storage"", ""Pool"", ""Kitchen""]",1640.0,0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27
"Bangkok, Thailand",within an hour,t,other,314.0,t,Parthum Wan,Entire rental unit,3,2.0,"[""Bathtub"", ""Dining table"", ""Luggage dropoff allowed"", ""Stove"", ""Refrigerator"", ""Elevator"", ""Washer"", ""Patio or balcony"", ""Bidet"", ""Smoke alarm"", ""Shared pool"", ""Air conditioning"", ""Bed linens"", ""Cleaning available during stay"", ""Hot water"", ""Wifi"", ""Dedicated workspace"", ""Exercise equipment"", ""Microwave"", ""Dishes and silverware"", ""Gym"", ""Trash compactor"", ""Long term stays allowed"", ""Free parking on premises"", ""TV"", ""Hot water kettle"", ""Clothing storage"", ""Building staff"", ""Cooking basics"", ""Wine glasses"", ""Self check-in"", ""Coffee maker"", ""Kitchen""]",7900.0,0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,33
unknown,within an hour,f,other,1.0,t,Huai Khwang,Private room in rental unit,2,1.0,"[""Exterior security cameras on property"", ""TV"", ""Fire extinguisher"", ""Dedicated workspace"", ""Washer"", ""Lock on bedroom door"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Air conditioning"", ""Free parking on premises"", ""Kitchen""]",887.0,0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11
"Bangkok, Thailand",within an hour,f,other,85.0,t,Huai Khwang,Entire condo,4,2.0,"[""TV"", ""Hot tub"", ""Wifi"", ""Fire extinguisher"", ""Pool table"", ""Outdoor shower"", ""Washer"", ""Dedicated workspace"", ""Paid parking on premises"", ""Pool"", ""Smoke alarm"", ""Exercise equipment"", ""Carbon monoxide alarm"", ""First aid kit"", ""Air conditioning"", ""Free parking on premises"", ""Kitchen""]",3090.0,0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17
"Bangkok, Thailand",within an hour,t,other,4.0,f,Khlong Toei,Entire home,6,3.0,"[""Dining table"", ""Shower gel"", ""Other electric stove"", ""Washer"", ""Laundromat nearby"", ""Paid crib - available upon request"", ""Smoke alarm"", ""Fire extinguisher"", ""Drying rack for clothing"", ""Iron"", ""Cleaning products"", ""Air conditioning"", ""Room-darkening shades"", ""Bed linens"", ""Hitachi refrigerator"", ""Private entrance"", ""Private patio or balcony"", ""Wifi"", ""Toaster"", ""Lockbox"", ""Dedicated workspace"", ""Children\u2019s dinnerware"", ""Hair dryer"", ""Shampoo"", ""Clothing storage: wardrobe"", ""Microwave"", ""Exterior security cameras on property"", ""Dishes and silverware"", ""Coffee"", ""Coffee maker: drip coffee maker"", ""Standalone high chair - available upon request"", ""Outlet covers"", ""Self check-in"", ""Long term stays allowed"", ""Free parking on premises"", ""TV"", ""Hangers"", ""Ethernet connection"", ""Hot water kettle"", ""Cooking basics"", ""Wine glasses"", ""Essentials"", ""Rice maker"", ""First aid kit"", ""Kitchen""]",4057.0,0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,45
"Bangkok, Thailand",within an hour,f,other,2.0,t,Wang Thong Lang,Entire condo,4,2.0,"[""TV"", ""Hot water"", ""Refrigerator"", ""Fire extinguisher"", ""Elevator"", ""Hot water kettle"", ""Dedicated workspace"", ""Washer"", ""Host greets you"", ""Smoking allowed"", ""Cooking basics"", ""Smoke alarm"", ""Exercise equipment"", ""Microwave"", ""Air conditioning"", ""Free parking on premises"", ""Kitchen""]",700.0,0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17
unknown,within an hour,f,other,4.0,t,Vadhana,Entire rental unit,4,2.0,"[""TV"", ""Hot tub"", ""Wifi"", ""Host greets you"", ""Dedicated workspace"", ""Washer"", ""Paid parking on premises"", ""Pool"", ""Smoke alarm"", ""Exercise equipment"", ""Air conditioning"", ""Kitchen""]",2499.0,0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12
unknown,within an hour,f,other,4.0,t,Vadhana,Entire rental unit,2,1.0,"[""TV"", ""Hot tub"", ""Wifi"", ""Host greets you"", ""Dedicated workspace"", ""Washer"", ""Paid parking on premises"", ""Pool"", ""Smoke alarm"", ""Exercise equipment"", ""Air conditioning"", ""Kitchen""]",1600.0,1,5.0,5.0,5.0,5.0,5.0,5.0,4.0,1.0,12
"Bangkok, Thailand",within an hour,f,other,6.0,t,Phra Khanong,Entire home,16,5.0,"[""Dining table"", ""Electric stove"", ""Refrigerator"", ""Shower gel"", ""Body soap"", ""Washer"", ""Outdoor furniture"", ""Bidet"", ""Laundromat nearby"", ""Pets allowed"", ""Drying rack for clothing"", ""Iron"", ""Air conditioning"", ""Private entrance"", ""Bed linens"", ""Private patio or balcony"", ""Wifi"", ""Lockbox"", ""Dedicated workspace"", ""Hair dryer"", ""Shampoo"", ""Exercise equipment"", ""Microwave"", ""Exterior security cameras on property"", ""Dishes and silverware"", ""Pool table"", ""Self check-in"", ""Long term stays allowed"", ""Free parking on premises"", ""Freezer"", ""TV"", ""High chair"", ""Hangers"", ""Hot water kettle"", ""Pool"", ""Cooking basics"", ""Essentials"", ""Rice maker"", ""Coffee maker"", ""First aid kit"", ""Kitchen""]",4500.0,0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,41
